Sample	gene	contig	perc_ID	perc_query_length	start	stop
Kp2162	ISEcl10_IS3_IS407	4	92.96	100	393196	394389
KP2-19	oqxa	11	99.4	100	127028	125853
KP2-19	ISEam1_IS3_IS51	11	91.1	97.72357724	132949	131749
KP2-19	oqxa	11	99.4	100	127028	125853
KP2-19	ISEc14_IS3_IS51	11	97.17	94.64988198	132949	131747
KP2-19	oqxa	11	99.4	100	127028	125853
KP2-19	ISEc15_IS3_IS51	11	80.96	100.3252033	132949	131720
KP2-19	oqxa	11	99.4	100	127028	125853
KP2-19	ISEc24_IS3_IS51	11	80.97	99.10569106	132935	131720
Kp2200	oqxa	4	99.4	100	42126	43301
Kp2200	IS1351_IS3_IS407	4	91.38	100	34153	32960
Kp2200	oqxa	4	99.4	100	42126	43301
Kp2200	ISEcl10_IS3_IS407	4	92.96	100	34153	32960
KP22-20	oqxa	12	99.4	100	37001	38176
KP22-20	ISEam1_IS3_IS51	12	91.1	97.72357724	31080	32280
KP22-20	oqxa	12	99.4	100	37001	38176
KP22-20	ISEc14_IS3_IS51	12	97.17	94.64988198	31080	32282
KP22-20	oqxa	12	99.4	100	37001	38176
KP22-20	ISEc15_IS3_IS51	12	80.96	100.3252033	31080	32309
KP22-20	oqxa	12	99.4	100	37001	38176
KP22-20	ISEc24_IS3_IS51	12	80.97	99.10569106	31094	32309
KP23-20	oqxa	10	99.4	100	37001	38176
KP23-20	ISEam1_IS3_IS51	10	91.1	97.72357724	31080	32280
KP23-20	oqxa	10	99.4	100	37001	38176
KP23-20	ISEc14_IS3_IS51	10	97.17	94.64988198	31080	32282
KP23-20	oqxa	10	99.4	100	37001	38176
KP23-20	ISEc15_IS3_IS51	10	80.96	100.3252033	31080	32309
KP23-20	oqxa	10	99.4	100	37001	38176
KP23-20	ISEc24_IS3_IS51	10	80.97	99.10569106	31094	32309
Kp_2423	oqxa	24	99.23	100	42032	43207
Kp_2423	ISEhe3_IS3_IS51	24	95.45	100.081367	33080	34308
KP25-19	oqxa	12	99.4	100	130629	129454
KP25-19	ISEam1_IS3_IS51	12	91.1	97.72357724	136550	135350
KP25-19	oqxa	12	99.4	100	130629	129454
KP25-19	ISEc14_IS3_IS51	12	97.17	94.64988198	136550	135348
KP25-19	oqxa	12	99.4	100	130629	129454
KP25-19	ISEc15_IS3_IS51	12	80.96	100.3252033	136550	135321
KP25-19	oqxa	12	99.4	100	130629	129454
KP25-19	ISEc24_IS3_IS51	12	80.97	99.10569106	136536	135321
Kp2568	oqxa	4	99.4	100	42126	43301
Kp2568	IS1351_IS3_IS407	4	91.38	100	34153	32960
Kp2568	oqxa	4	99.4	100	42126	43301
Kp2568	ISEcl10_IS3_IS407	4	92.96	100	34153	32960
Kp2587	oqxa	4	99.4	100	42126	43301
Kp2587	IS1351_IS3_IS407	4	91.38	100	34153	32960
Kp2587	oqxa	4	99.4	100	42126	43301
Kp2587	ISEcl10_IS3_IS407	4	92.96	100	34153	32960
Kp2605	oqxa	4	99.4	100	385223	384048
Kp2605	IS1351_IS3_IS407	4	91.38	100	393196	394389
Kp2605	oqxa	4	99.4	100	385223	384048
Kp2605	ISEcl10_IS3_IS407	4	92.96	100	393196	394389
Kp2606	oqxa	4	99.4	100	385223	384048
Kp2606	IS1351_IS3_IS407	4	91.38	100	393196	394389
Kp2606	oqxa	4	99.4	100	385223	384048
Kp2606	ISEcl10_IS3_IS407	4	92.96	100	393196	394389
KP26-19	oqxa	2	99.4	100	424864	423689
KP26-19	ISEam1_IS3_IS51	2	91.1	97.72357724	430785	429585
KP26-19	oqxa	2	99.4	100	424864	423689
KP26-19	ISEc14_IS3_IS51	2	97.17	94.64988198	430785	429583
KP26-19	oqxa	2	99.4	100	424864	423689
KP26-19	ISEc15_IS3_IS51	2	80.96	100.3252033	430785	429556
KP26-19	oqxa	2	99.4	100	424864	423689
KP26-19	ISEc24_IS3_IS51	2	80.97	99.10569106	430771	429556
Kp2651	oqxa	5	99.4	100	42126	43301
Kp2651	IS1351_IS3_IS407	5	91.38	100	34153	32960
Kp2651	oqxa	5	99.4	100	42126	43301
Kp2651	ISEcl10_IS3_IS407	5	92.96	100	34153	32960
Kp2864	oqxa	3	100	100	36987	38162
Kp2864	ISEam1_IS3_IS51	3	91.01	97.72357724	31067	32267
Kp2864	oqxa	3	100	100	36987	38162
Kp2864	ISEc14_IS3_IS51	3	97.09	94.64988198	31067	32269
Kp2864	oqxa	3	100	100	36987	38162
Kp2864	ISEc15_IS3_IS51	3	80.88	100.3252033	31067	32296
Kp2864	oqxa	3	100	100	36987	38162
Kp2864	ISEc24_IS3_IS51	3	80.89	99.10569106	31081	32296
KP3-19	oqxa	10	99.4	100	37001	38176
KP3-19	ISEam1_IS3_IS51	10	91.1	97.72357724	31080	32280
KP3-19	oqxa	10	99.4	100	37001	38176
KP3-19	ISEc14_IS3_IS51	10	97.17	94.64988198	31080	32282
KP3-19	oqxa	10	99.4	100	37001	38176
KP3-19	ISEc15_IS3_IS51	10	80.96	100.3252033	31080	32309
KP3-19	oqxa	10	99.4	100	37001	38176
KP3-19	ISEc24_IS3_IS51	10	80.97	99.10569106	31094	32309
Kp3270	oqxa	4	99.49	100	39191	40366
Kp3270	IS1351_IS3_IS407	4	92.29	100	32506	33711
Kp3270	oqxa	4	99.49	100	39191	40366
Kp3270	ISEcl10_IS3_IS407	4	94.61	100	32506	33711
KP35-19	oqxa	10	99.4	100	137025	135850
KP35-19	ISEam1_IS3_IS51	10	91.1	97.72357724	142946	141746
KP35-19	oqxa	10	99.4	100	137025	135850
KP35-19	ISEc14_IS3_IS51	10	97.17	94.64988198	142946	141744
KP35-19	oqxa	10	99.4	100	137025	135850
KP35-19	ISEc15_IS3_IS51	10	80.96	100.3252033	142946	141717
KP35-19	oqxa	10	99.4	100	137025	135850
KP35-19	ISEc24_IS3_IS51	10	80.97	99.10569106	142932	141717
Kp3660	oqxa	4	99.49	100	392448	391273
Kp3660	ISEhe3_IS3_IS51	4	95.28	100.081367	401380	400152
KP37-19	oqxa	25	99.4	100	37001	38176
KP37-19	ISEam1_IS3_IS51	25	91.1	97.72357724	31080	32280
KP37-19	oqxa	25	99.4	100	37001	38176
KP37-19	ISEc14_IS3_IS51	25	97.17	94.64988198	31080	32282
KP37-19	oqxa	25	99.4	100	37001	38176
KP37-19	ISEc15_IS3_IS51	25	80.96	100.3252033	31080	32309
KP37-19	oqxa	25	99.4	100	37001	38176
KP37-19	ISEc24_IS3_IS51	25	80.97	99.10569106	31094	32309
KP38-20	oqxa	14	99.4	100	130724	129549
KP38-20	ISEam1_IS3_IS51	14	91.1	97.72357724	136645	135445
KP38-20	oqxa	14	99.4	100	130724	129549
KP38-20	ISEc14_IS3_IS51	14	97.17	94.64988198	136645	135443
KP38-20	oqxa	14	99.4	100	130724	129549
KP38-20	ISEc15_IS3_IS51	14	80.96	100.3252033	136645	135416
KP38-20	oqxa	14	99.4	100	130724	129549
KP38-20	ISEc24_IS3_IS51	14	80.97	99.10569106	136631	135416
Kp3851	oqxa	4	99.49	100	376203	375028
Kp3851	IS1351_IS3_IS407	4	92.29	100	382888	381683
Kp3851	oqxa	4	99.49	100	376203	375028
Kp3851	ISEcl10_IS3_IS407	4	94.61	100	382888	381683
Kp_3_HUC	oqxa	4	99.4	100	385310	384135
Kp_3_HUC	IS1351_IS3_IS407	4	91.47	100	393283	394476
Kp_3_HUC	oqxa	4	99.4	100	385310	384135
Kp_3_HUC	ISEcl10_IS3_IS407	4	92.96	100	393283	394476
KP40-20	oqxa	12	99.4	100	7318	8493
KP40-20	ISEam1_IS3_IS51	12	91.1	97.72357724	1397	2597
KP40-20	oqxa	12	99.4	100	7318	8493
KP40-20	ISEc14_IS3_IS51	12	97.17	94.64988198	1397	2599
KP40-20	oqxa	12	99.4	100	7318	8493
KP40-20	ISEc15_IS3_IS51	12	80.96	100.3252033	1397	2626
KP40-20	oqxa	12	99.4	100	7318	8493
KP40-20	ISEc24_IS3_IS51	12	80.97	99.10569106	1411	2626
KP41-19	oqxa	2	99.4	100	37001	38176
KP41-19	ISEam1_IS3_IS51	2	91.1	97.72357724	31080	32280
KP41-19	oqxa	2	99.4	100	37001	38176
KP41-19	ISEc14_IS3_IS51	2	97.17	94.64988198	31080	32282
KP41-19	oqxa	2	99.4	100	37001	38176
KP41-19	ISEc15_IS3_IS51	2	80.96	100.3252033	31080	32309
KP41-19	oqxa	2	99.4	100	37001	38176
KP41-19	ISEc24_IS3_IS51	2	80.97	99.10569106	31094	32309
Kp4292	oqxa	3	99.49	100	392611	391436
Kp4292	ISEhe3_IS3_IS51	3	95.37	100.081367	401543	400315
KP43-20	oqxa	1	99.4	100	424864	423689
KP43-20	ISEam1_IS3_IS51	1	91.1	97.72357724	430785	429585
KP43-20	oqxa	1	99.4	100	424864	423689
KP43-20	ISEc14_IS3_IS51	1	97.17	94.64988198	430785	429583
KP43-20	oqxa	1	99.4	100	424864	423689
KP43-20	ISEc15_IS3_IS51	1	80.96	100.3252033	430785	429556
KP43-20	oqxa	1	99.4	100	424864	423689
KP43-20	ISEc24_IS3_IS51	1	80.97	99.10569106	430771	429556
KP44-19	oqxa	2	99.4	100	424864	423689
KP44-19	ISEam1_IS3_IS51	2	91.1	97.72357724	430785	429585
KP44-19	oqxa	2	99.4	100	424864	423689
KP44-19	ISEc14_IS3_IS51	2	97.17	94.64988198	430785	429583
KP44-19	oqxa	2	99.4	100	424864	423689
KP44-19	ISEc15_IS3_IS51	2	80.96	100.3252033	430785	429556
KP44-19	oqxa	2	99.4	100	424864	423689
KP44-19	ISEc24_IS3_IS51	2	80.97	99.10569106	430771	429556
KP46-19	oqxa	38	99.4	100	17904	16729
KP46-19	ISEam1_IS3_IS51	38	91.1	97.72357724	23825	22625
KP46-19	oqxa	38	99.4	100	17904	16729
KP46-19	ISEc14_IS3_IS51	38	97.17	94.64988198	23825	22623
KP46-19	oqxa	38	99.4	100	17904	16729
KP46-19	ISEc15_IS3_IS51	38	80.96	100.3252033	23825	22596
KP46-19	oqxa	38	99.4	100	17904	16729
KP46-19	ISEc24_IS3_IS51	38	80.97	99.10569106	23811	22596
Kp4853	oqxa	2	99.4	100	424864	423689
Kp4853	ISEam1_IS3_IS51	2	91.1	97.72357724	430785	429585
Kp4853	oqxa	2	99.4	100	424864	423689
Kp4853	ISEc14_IS3_IS51	2	97.17	94.64988198	430785	429583
Kp4853	oqxa	2	99.4	100	424864	423689
Kp4853	ISEc15_IS3_IS51	2	80.96	100.3252033	430785	429556
Kp4853	oqxa	2	99.4	100	424864	423689
Kp4853	ISEc24_IS3_IS51	2	80.97	99.10569106	430771	429556
Kp4854	oqxa	2	99.4	100	37001	38176
Kp4854	ISEam1_IS3_IS51	2	91.1	97.72357724	31080	32280
Kp4854	oqxa	2	99.4	100	37001	38176
Kp4854	ISEc14_IS3_IS51	2	97.17	94.64988198	31080	32282
Kp4854	oqxa	2	99.4	100	37001	38176
Kp4854	ISEc15_IS3_IS51	2	80.96	100.3252033	31080	32309
Kp4854	oqxa	2	99.4	100	37001	38176
Kp4854	ISEc24_IS3_IS51	2	80.97	99.10569106	31094	32309
Kp4860	oqxa	7	99.4	100	37001	38176
Kp4860	ISEam1_IS3_IS51	7	91.1	97.72357724	31080	32280
Kp4860	oqxa	7	99.4	100	37001	38176
Kp4860	ISEc14_IS3_IS51	7	97.17	94.64988198	31080	32282
Kp4860	oqxa	7	99.4	100	37001	38176
Kp4860	ISEc15_IS3_IS51	7	80.96	100.3252033	31080	32309
Kp4860	oqxa	7	99.4	100	37001	38176
Kp4860	ISEc24_IS3_IS51	7	80.97	99.10569106	31094	32309
Kp4872	oqxa	3	99.4	100	424864	423689
Kp4872	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
Kp4872	oqxa	3	99.4	100	424864	423689
Kp4872	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
Kp4872	oqxa	3	99.4	100	424864	423689
Kp4872	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
Kp4872	oqxa	3	99.4	100	424864	423689
Kp4872	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
Kp4873	oqxa	3	99.4	100	37001	38176
Kp4873	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
Kp4873	oqxa	3	99.4	100	37001	38176
Kp4873	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
Kp4873	oqxa	3	99.4	100	37001	38176
Kp4873	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
Kp4873	oqxa	3	99.4	100	37001	38176
Kp4873	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
Kp4874	oqxa	3	99.4	100	37001	38176
Kp4874	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
Kp4874	oqxa	3	99.4	100	37001	38176
Kp4874	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
Kp4874	oqxa	3	99.4	100	37001	38176
Kp4874	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
Kp4874	oqxa	3	99.4	100	37001	38176
Kp4874	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
Kp4875	oqxa	3	99.4	100	424864	423689
Kp4875	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
Kp4875	oqxa	3	99.4	100	424864	423689
Kp4875	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
Kp4875	oqxa	3	99.4	100	424864	423689
Kp4875	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
Kp4875	oqxa	3	99.4	100	424864	423689
Kp4875	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
Kp4876	oqxa	3	99.4	100	424864	423689
Kp4876	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
Kp4876	oqxa	3	99.4	100	424864	423689
Kp4876	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
Kp4876	oqxa	3	99.4	100	424864	423689
Kp4876	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
Kp4876	oqxa	3	99.4	100	424864	423689
Kp4876	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
Kp4877	oqxa	3	99.4	100	37001	38176
Kp4877	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
Kp4877	oqxa	3	99.4	100	37001	38176
Kp4877	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
Kp4877	oqxa	3	99.4	100	37001	38176
Kp4877	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
Kp4877	oqxa	3	99.4	100	37001	38176
Kp4877	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
Kp4878	oqxa	3	99.4	100	424864	423689
Kp4878	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
Kp4878	oqxa	3	99.4	100	424864	423689
Kp4878	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
Kp4878	oqxa	3	99.4	100	424864	423689
Kp4878	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
Kp4878	oqxa	3	99.4	100	424864	423689
Kp4878	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
Kp4879	oqxa	3	99.4	100	424864	423689
Kp4879	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
Kp4879	oqxa	3	99.4	100	424864	423689
Kp4879	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
Kp4879	oqxa	3	99.4	100	424864	423689
Kp4879	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
Kp4879	oqxa	3	99.4	100	424864	423689
Kp4879	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
Kp4880	oqxa	3	99.4	100	424864	423689
Kp4880	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
Kp4880	oqxa	3	99.4	100	424864	423689
Kp4880	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
Kp4880	oqxa	3	99.4	100	424864	423689
Kp4880	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
Kp4880	oqxa	3	99.4	100	424864	423689
Kp4880	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
Kp_4981	oqxa	4	99.49	100	39191	40366
Kp_4981	IS1351_IS3_IS407	4	92.29	100	32506	33711
Kp_4981	oqxa	4	99.49	100	39191	40366
Kp_4981	ISEcl10_IS3_IS407	4	94.61	100	32506	33711
Kp_4982	oqxa	4	99.49	100	376141	374966
Kp_4982	IS1351_IS3_IS407	4	92.29	100	382826	381621
Kp_4982	oqxa	4	99.49	100	376141	374966
Kp_4982	ISEcl10_IS3_IS407	4	94.61	100	382826	381621
KP52-20	oqxa	23	99.4	100	37001	38176
KP52-20	ISEam1_IS3_IS51	23	91.1	97.72357724	31080	32280
KP52-20	oqxa	23	99.4	100	37001	38176
KP52-20	ISEc14_IS3_IS51	23	97.17	94.64988198	31080	32282
KP52-20	oqxa	23	99.4	100	37001	38176
KP52-20	ISEc15_IS3_IS51	23	80.96	100.3252033	31080	32309
KP52-20	oqxa	23	99.4	100	37001	38176
KP52-20	ISEc24_IS3_IS51	23	80.97	99.10569106	31094	32309
KP53-20	oqxa	2	99.4	100	385117	383942
KP53-20	IS1351_IS3_IS407	2	91.47	100	393090	394283
KP53-20	oqxa	2	99.4	100	385117	383942
KP53-20	ISEcl10_IS3_IS407	2	92.96	100	393090	394283
KP54-20	oqxa	12	99.4	100	37001	38176
KP54-20	ISEam1_IS3_IS51	12	91.1	97.72357724	31080	32280
KP54-20	oqxa	12	99.4	100	37001	38176
KP54-20	ISEc14_IS3_IS51	12	97.17	94.64988198	31080	32282
KP54-20	oqxa	12	99.4	100	37001	38176
KP54-20	ISEc15_IS3_IS51	12	80.96	100.3252033	31080	32309
KP54-20	oqxa	12	99.4	100	37001	38176
KP54-20	ISEc24_IS3_IS51	12	80.97	99.10569106	31094	32309
Kp5511	oqxa	3	99.4	100	385310	384135
Kp5511	IS1351_IS3_IS407	3	91.47	100	393283	394476
Kp5511	oqxa	3	99.4	100	385310	384135
Kp5511	ISEcl10_IS3_IS407	3	92.96	100	393283	394476
KP56-20	oqxa	5	99.4	100	37001	38176
KP56-20	ISEam1_IS3_IS51	5	91.1	97.72357724	31080	32280
KP56-20	oqxa	5	99.4	100	37001	38176
KP56-20	ISEc14_IS3_IS51	5	97.17	94.64988198	31080	32282
KP56-20	oqxa	5	99.4	100	37001	38176
KP56-20	ISEc15_IS3_IS51	5	80.96	100.3252033	31080	32309
KP56-20	oqxa	5	99.4	100	37001	38176
KP56-20	ISEc24_IS3_IS51	5	80.97	99.10569106	31094	32309
KP59-20	oqxa	28	99.4	100	37001	38176
KP59-20	ISEam1_IS3_IS51	28	91.1	97.72357724	31080	32280
KP59-20	oqxa	28	99.4	100	37001	38176
KP59-20	ISEc14_IS3_IS51	28	97.17	94.64988198	31080	32282
KP59-20	oqxa	28	99.4	100	37001	38176
KP59-20	ISEc15_IS3_IS51	28	80.96	100.3252033	31080	32309
KP59-20	oqxa	28	99.4	100	37001	38176
KP59-20	ISEc24_IS3_IS51	28	80.97	99.10569106	31094	32309
KP64-19	oqxa	1	99.4	100	424865	423690
KP64-19	ISEam1_IS3_IS51	1	91.1	97.72357724	430786	429586
KP64-19	oqxa	1	99.4	100	424865	423690
KP64-19	ISEc14_IS3_IS51	1	97.17	94.64988198	430786	429584
KP64-19	oqxa	1	99.4	100	424865	423690
KP64-19	ISEc15_IS3_IS51	1	80.96	100.3252033	430786	429557
KP64-19	oqxa	1	99.4	100	424865	423690
KP64-19	ISEc24_IS3_IS51	1	80.97	99.10569106	430772	429557
KP69-19	oqxa	13	99.4	100	133615	132440
KP69-19	ISEam1_IS3_IS51	13	91.1	97.72357724	139536	138336
KP69-19	oqxa	13	99.4	100	133615	132440
KP69-19	ISEc14_IS3_IS51	13	97.17	94.64988198	139536	138334
KP69-19	oqxa	13	99.4	100	133615	132440
KP69-19	ISEc15_IS3_IS51	13	80.96	100.3252033	139536	138307
KP69-19	oqxa	13	99.4	100	133615	132440
KP69-19	ISEc24_IS3_IS51	13	80.97	99.10569106	139522	138307
Kp804	oqxa	2	99.23	100	35767	36942
Kp804	ISEch12_IS3_IS407	2	88.69	100	27141	28350
Kp804	oqxa	2	99.23	100	35767	36942
Kp804	ISKpn54_IS3_IS407	2	98.43	100	27141	28350
KP9-19	oqxa	13	99.4	100	37001	38176
KP9-19	ISEam1_IS3_IS51	13	91.1	97.72357724	31080	32280
KP9-19	oqxa	13	99.4	100	37001	38176
KP9-19	ISEc14_IS3_IS51	13	97.17	94.64988198	31080	32282
KP9-19	oqxa	13	99.4	100	37001	38176
KP9-19	ISEc15_IS3_IS51	13	80.96	100.3252033	31080	32309
KP9-19	oqxa	13	99.4	100	37001	38176
KP9-19	ISEc24_IS3_IS51	13	80.97	99.10569106	31094	32309
KPEH134	oqxa	2	99.4	100	37001	38176
KPEH134	ISEam1_IS3_IS51	2	91.1	97.72357724	31080	32280
KPEH134	oqxa	2	99.4	100	37001	38176
KPEH134	ISEc14_IS3_IS51	2	97.17	94.64988198	31080	32282
KPEH134	oqxa	2	99.4	100	37001	38176
KPEH134	ISEc15_IS3_IS51	2	80.96	100.3252033	31080	32309
KPEH134	oqxa	2	99.4	100	37001	38176
KPEH134	ISEc24_IS3_IS51	2	80.97	99.10569106	31094	32309
KPEH168	oqxa	11	99.4	100	37001	38176
KPEH168	ISEam1_IS3_IS51	11	91.1	97.72357724	31080	32280
KPEH168	oqxa	11	99.4	100	37001	38176
KPEH168	ISEc14_IS3_IS51	11	97.17	94.64988198	31080	32282
KPEH168	oqxa	11	99.4	100	37001	38176
KPEH168	ISEc15_IS3_IS51	11	80.96	100.3252033	31080	32309
KPEH168	oqxa	11	99.4	100	37001	38176
KPEH168	ISEc24_IS3_IS51	11	80.97	99.10569106	31094	32309
KPEH229	oqxa	4	99.4	100	424869	423694
KPEH229	ISEam1_IS3_IS51	4	91.1	97.72357724	430790	429590
KPEH229	oqxa	4	99.4	100	424869	423694
KPEH229	ISEc14_IS3_IS51	4	97.17	94.64988198	430790	429588
KPEH229	oqxa	4	99.4	100	424869	423694
KPEH229	ISEc15_IS3_IS51	4	80.96	100.3252033	430790	429561
KPEH229	oqxa	4	99.4	100	424869	423694
KPEH229	ISEc24_IS3_IS51	4	80.97	99.10569106	430776	429561
KPEH412	oqxa	3	99.4	100	37001	38176
KPEH412	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
KPEH412	oqxa	3	99.4	100	37001	38176
KPEH412	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
KPEH412	oqxa	3	99.4	100	37001	38176
KPEH412	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
KPEH412	oqxa	3	99.4	100	37001	38176
KPEH412	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
KPEH596	oqxa	3	99.15	100	41990	43165
KPEH596	ISEhe3_IS3_IS51	3	95.37	100.081367	33057	34285
KPEH645	oqxa	3	99.4	100	385225	384050
KPEH645	IS1351_IS3_IS407	3	91.47	100	393198	394391
KPEH645	oqxa	3	99.4	100	385225	384050
KPEH645	ISEcl10_IS3_IS407	3	92.96	100	393198	394391
KPN030_baker	oqxa	10	96.34	100	160700	159525
KPN030_baker	IS1222_IS3_IS407	10	88.07	100.2457002	169193	167972
KPN030_baker	oqxa	10	96.34	100	160700	159525
KPN030_baker	ISEhe4_IS3_IS407	10	83.43	100.3276003	169193	167972
KPN030_baker	oqxa	10	96.34	100	160700	159525
KPN030_baker	ISKpn34_IS3_IS407	10	87.34	100.2457002	169193	167972
KPN030_baker	oqxa	10	96.34	100	160700	159525
KPN030_baker	ISRaq1_IS3_IS407	10	89.29	100.1638002	169193	167972
KPN030_baker	oqxa	10	96.34	100	160700	159525
KPN030_baker	ISSen4_IS3_IS407	10	90.34	100.0819001	169193	167972
KPN030_baker	oqxa	10	96.34	100	160700	159525
KPN030_baker	ISSpr2_IS3_IS407	10	87.41	100.1638002	169193	167972
KPN033_baker	oqxa	3	99.4	100	37001	38176
KPN033_baker	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
KPN033_baker	oqxa	3	99.4	100	37001	38176
KPN033_baker	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
KPN033_baker	oqxa	3	99.4	100	37001	38176
KPN033_baker	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
KPN033_baker	oqxa	3	99.4	100	37001	38176
KPN033_baker	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
KPN041_baker	oqxa	2	99.4	100	37001	38176
KPN041_baker	ISEam1_IS3_IS51	2	91.1	97.72357724	31080	32280
KPN041_baker	oqxa	2	99.4	100	37001	38176
KPN041_baker	ISEc14_IS3_IS51	2	97.17	94.64988198	31080	32282
KPN041_baker	oqxa	2	99.4	100	37001	38176
KPN041_baker	ISEc15_IS3_IS51	2	80.96	100.3252033	31080	32309
KPN041_baker	oqxa	2	99.4	100	37001	38176
KPN041_baker	ISEc24_IS3_IS51	2	80.97	99.10569106	31094	32309
KPN048	oqxa	3	99.4	100	18303	19478
KPN048	ISEam1_IS3_IS51	3	91.1	97.72357724	12382	13582
KPN048	oqxa	3	99.4	100	18303	19478
KPN048	ISEc14_IS3_IS51	3	97.17	94.64988198	12382	13584
KPN048	oqxa	3	99.4	100	18303	19478
KPN048	ISEc15_IS3_IS51	3	80.96	100.3252033	12382	13611
KPN048	oqxa	3	99.4	100	18303	19478
KPN048	ISEc24_IS3_IS51	3	80.97	99.10569106	12396	13611
KPN050_baker	oqxa	1	99.4	100	8927	10102
KPN050_baker	IS1230B_IS3_IS3	1	95.88	101.2841091	4653	5911
KPN050_baker	oqxa	1	99.4	100	8927	10102
KPN050_baker	IS3_IS3_IS3	1	82.57	100.7949126	4653	5911
KPN050_baker	oqxa	1	99.4	100	8927	10102
KPN050_baker	IS3F_IS3_IS3	1	82.6	100.9538951	4653	5911
KPN050_baker	oqxa	1	99.4	100	8927	10102
KPN050_baker	IS3H_IS3_IS3	1	80.9	100.8723236	4653	5911
KPN050_baker	oqxa	1	99.4	100	8927	10102
KPN050_baker	ISEal1_IS3_IS3	1	82.67	101.5261044	4653	5911
KPN050_baker	oqxa	1	99.4	100	8927	10102
KPN050_baker	ISEc16_IS3_IS3	1	81.24	101.5273312	4653	5911
KPN050_baker	oqxa	1	99.4	100	8927	10102
KPN050_baker	ISEc17_IS3_IS3	1	82.62	100.63593	4653	5911
KPN050_baker	oqxa	1	99.4	100	8927	10102
KPN050_baker	ISPeat2_IS3_IS3	1	81.09	101.607717	4653	5911
KPN050_baker	oqxa	1	99.4	100	8927	10102
KPN050_baker	ISSty2_IS3_IS3	1	96.51	100.1588562	4653	5911
KPN055_baker	oqxa	5	99.4	100	42126	43301
KPN055_baker	IS1351_IS3_IS407	5	91.3	100	34153	32960
KPN055_baker	oqxa	5	99.4	100	42126	43301
KPN055_baker	ISEcl10_IS3_IS407	5	92.79	100	34153	32960
KPN058_baker	oqxa	5	99.57	100	424729	423554
KPN058_baker	IS1351_IS3_IS407	5	92.21	100	432703	433909
KPN058_baker	oqxa	5	99.57	100	424729	423554
KPN058_baker	ISEcl10_IS3_IS407	5	93.79	100	432703	433909
KPN1014	oqxa	4	99.4	100	42116	43291
KPN1014	IS1351_IS3_IS407	4	91.47	100	34143	32950
KPN1014	oqxa	4	99.4	100	42116	43291
KPN1014	ISEcl10_IS3_IS407	4	92.96	100	34143	32950
KPN1018	oqxa	4	99.4	100	317980	316805
KPN1018	IS1351_IS3_IS407	4	91.47	100	325953	327146
KPN1018	oqxa	4	99.4	100	317980	316805
KPN1018	ISEcl10_IS3_IS407	4	92.96	100	325953	327146
KPN1067	oqxa	4	99.4	100	317980	316805
