"Genome ID","Genome Name","Version","Kleborate version","strain","species","species_match","contig_count","N50","largest_contig","total_size","ambiguous_bases","QC_warnings","ST","virulence_score","resistance_score","num_resistance_classes","num_resistance_genes","Yersiniabactin","YbST","Colibactin","CbST","Aerobactin","AbST","Salmochelin","SmST","RmpADC","RmST","rmpA2","wzi","K_locus","K_type","K_locus_problems","K_locus_confidence","K_locus_identity","K_locus_missing_genes","O_locus","O_type","O_locus_problems","O_locus_confidence","O_locus_identity","O_locus_missing_genes","AGly_acquired","Col_acquired","Fcyn_acquired","Flq_acquired","Gly_acquired","MLS_acquired","Phe_acquired","Rif_acquired","Sul_acquired","Tet_acquired","Tgc_acquired","Tmt_acquired","Bla_acquired","Bla_inhR_acquired","Bla_ESBL_acquired","Bla_ESBL_inhR_acquired","Bla_Carb_acquired","Bla_chr","SHV_mutations","Omp_mutations","Col_mutations","Flq_mutations","truncated_resistance_hits","spurious_resistance_hits","Chr_ST","gapA","infB","mdh","pgi","phoE","rpoB","tonB","ybtS","ybtX","ybtQ","ybtP","ybtA","irp2","irp1","ybtU","ybtT","ybtE","fyuA","clbA","clbB","clbC","clbD","clbE","clbF","clbG","clbH","clbI","clbL","clbM","clbN","clbO","clbP","clbQ","iucA","iucB","iucC","iucD","iutA","iroB","iroC","iroD","iroN","rmpA","rmpD","rmpC","spurious_virulence_hits"
"658026685b0def0bb2898c8e","SAMEA10147334","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","63","382579","1043072","5561435","yes (977)","ambiguous_bases","ST2478","0","1","6","6","-","0","-","0","-","0","-","0","-","0","-","wzi436","KL28","K28","?-*","Good","91.22%","KL28_17_manC","O3/O3a","O3/O3a","?-","Good","96.10%","O3/O3a_01_manC","strB.v1","-","-","qnrS1","-","-","-","-","sul2","-","-","dfrA14.v2*","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-B-5^","-","-","-","-","-","strA.v1?-0%","ST2478","18","15","26","61","32","20","312","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"658026675b0def612e898b8c","SAMEA110063267","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","112","215224","488521","5759262","yes (1773)","ambiguous_bases","ST1040","0","2","7","11","-","0","-","0","-","0","-","0","-","0","-","-","KL107","unknown (KL107)","*","Very high","96.49%","","O3/O3a","O3/O3a","none","Very high","95.94%","","aac(3)-IId^;aac(6')-Ib-cr.v2;strA.v1;strB.v1","-","-","qnrB1.v2^","-","-","CatB4.v1?","-","-","tet(B).v2*;tetR","-","dfrA30*","OXA-1","-","-","-","NDM-1","OKP-A-5*","-","OmpK35-0%","-","-","-","fosA7*?-0%","ST1040","69","19","90","20","125","18","148","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"658026675b0def4df2898b8f","SAMEA110063271","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","141","164336","368341","5715007","yes (1193)","ambiguous_bases","ST1959","0","2","7","11","-","0","-","0","-","0","-","0","-","0","-","-","KL130","unknown (KL130)","?-+","Good","98.68%","KL130_18_manB","O5","O5","?-","Good","99.54%","O5_02_manB","aac(3)-IId^;aac(6')-Ib-cr.v2;strA.v1;strB.v1","-","-","qnrB1.v2^","-","-","CatB4.v1?","-","-","tet(B).v2*;tetR","-","dfrA30*","OXA-1","-","-","-","NDM-1","OKP-A-6","-","-","-","-","-","-","ST1959","17","19","177","20","239","18","148","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"658026675b0def772a898b9d","SAMEA110063292","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","91","328048","707223","5674304","yes (1295)","ambiguous_bases","ST4666","0","2","7","11","-","0","-","0","-","0","-","0","-","0","-","-","KL24","K24","?-+*","Good","95.41%","KL24_17_manC,KL24_18_manB","O5","O5","?-","Good","94.75%","O5_01_manC,O5_02_manB","aac(3)-IId^;aac(6')-Ib-cr.v2;strA.v1;strB.v1","-","-","qnrB1.v2^","-","-","CatB4.v1?","-","-","tet(B).v2*;tetR","-","dfrA30*","OXA-1","-","-","-","NDM-1","OKP-A-8*","-","-","-","-","-","-","ST4666","50","19","350","306","187","18","148","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"658026675b0def0f7e898bb7","SAMEA110063347","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","172","302669","972594","6062618","yes (790)","ambiguous_bases","ST571","0","2","10","19","-","0","-","0","-","0","-","0","-","0","-","wzi530","KL128","unknown (KL128)","*","Very high","98.08%","","O3/O3a","O3/O3a","none","Very high","96.04%","","aac(3)-IId^;aadA2^;aadA^;aph(3')-VI;aph3-Ia.v1^","-","-","qnrB1.v2^;qnrS1","-","mphA","catII.2*","-","sul1;sul2","tet(B).v2*;tetR","-","dfrA12","OXA-1;TEM-1D.v1^","-","CTX-M-15","-","KPC-2;NDM-1","OKP-A-3*","-","-","-","-","CatB4.v1?-81%;arr-3*-69%","aac(6')-Ib-cr.v1?-0%;aac(6')-Ib-cr.v2?-67%;catB3.v2?-0%","ST571","17","19","79","20","108","55","142","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"658026675b0def5fcd898bb8","SAMEA110063348","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","147","302241","593821","6046638","yes (591)","ambiguous_bases","ST571","0","2","10","22","-","0","-","0","-","0","-","0","-","0","-","wzi530","KL128","unknown (KL128)","*","Very high","98.08%","","O3/O3a","O3/O3a","none","Very high","96.04%","","aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aadA^;aph(3')-VI;aph3-Ia.v1^;strA.v1^;strB.v1","-","-","qnrB1.v2^;qnrS1","-","mphA","CatB4.v1?;catII.2*","-","sul1;sul2","tet(B).v2*;tetR","-","dfrA12","OXA-1;TEM-1D.v1^","-","CTX-M-15","-","NDM-1","OKP-A-3*","-","-","-","-","-","-","ST571","17","19","79","20","108","55","142","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"658026675b0def1e88898a0e","SAMEA12940369","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","56","490055","999732","5458250","yes (697)","ambiguous_bases","ST2355","0","2","6","11","-","0","-","0","-","0","-","0","-","0","-","-","unknown (KL68)","unknown (K68)","?-+*","None","78.48%","KL68_02_cpsACP,KL68_09_wclV,KL68_10_wckX,KL68_11_wckW,KL68_16_wcuC","O3/O3a","O3/O3a","?-","Good","96.10%","O3/O3a_02_manB","aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1","-","-","qnrB6^","-","-","-","arr-3","sul1;sul1;sul2","-","-","dfrA27","-","-","-","-","KPC-2","OKP-B-6?","-","-","-","-","-","TEM-10.v2?-45%;fosA7*?-0%","ST2355","18","22","18","61","11","13","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"658026665b0def2e5f898999","SAMEA12009018","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","26","519601","1060889","5263313","yes (492)","ambiguous_bases","ST339","0","2","1","1","-","0","-","0","-","0","-","0","-","0","-","-","KL63","K63","*","Very high","95.20%","","O3/O3a","O3/O3a","none","Very high","96.01%","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","KPC-2","OKP-B-7*","-","-","-","-","-","-","ST339","39","15","54","59","74","38","99","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064147ece941dd730947c","SAMEA112638282","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","275","68657","264270","5812781","yes (1021)","ambiguous_bases","ST4455-1LV","0","1","7","11","-","0","-","0","-","0","-","0","-","0","-","-","unknown (KL107)","unknown (KL107)","?-+*","None","88.96%","KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10","OL103","unknown (OL103)","?-*","Good","98.20%","OL103_04_hydrolase","aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1","-","-","qnrB1.v2^","-","-","CatB4.v1*?","-","sul2","-","-","dfrA14.v2*","OXA-1;TEM-1D.v1^","-","CTX-M-15","-","-","OKP-B-2*","-","-","-","-","-","-","ST4455-1LV","18","22","64","59","457","13","179*","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064147ece94da8330947f","SAMEA113939801","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","61","197752","701337","5454558","yes (860)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.92%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064147ece94a021309480","SAMEA113939802","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","61","219299","572778","5453799","yes (889)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.91%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece944e23309481","SAMEA113939804","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","58","293017","633088","5457297","yes (1072)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.39%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.93%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece949292309482","SAMEA113939805","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","61","271276","378028","5455224","yes (668)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_07_wbaP,KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.92%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece9411cf309483","SAMEA113939806","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","62","271148","506012","5454555","yes (899)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.94%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece942d12309485","SAMEA113939808","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","59","274566","457995","5455615","yes (798)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.94%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece945f8b309484","SAMEA113939807","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","75","189619","363173","5453136","yes (893)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.92%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece94fdfa309486","SAMEA113939809","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","58","211762","427065","5454937","yes (789)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.92%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece942d14309487","SAMEA113939810","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","65","250749","427113","5454578","yes (793)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.39%","KL53_10_wzy,KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.93%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece940716309488","SAMEA113939811","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","64","216511","458048","5456045","yes (1210)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-+","Good","98.39%","KL53_17_manC,KL53_18_manB","unknown (O3/O3a)","unknown (O3/O3a)","?-","Low","95.83%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece9420e5309489","SAMEA113939812","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","58","217707","378210","5456115","yes (935)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.37%","KL53_05_wzb,KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.94%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece94702030948a","SAMEA113939815","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","59","314648","507251","5449152","yes (913)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.98%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","OmpK36-52%","-","-","-","-","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece94a18230948b","SAMEA113939816","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","59","313763","507251","5458162","yes (936)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_06_wzc,KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.89%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","OmpK36-23%","-","-","-","-","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece9453ed30948c","SAMEA113939817","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","49","329808","778933","5464655","yes (597)","ambiguous_bases","ST489","0","0","3","3","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.35%","KL53_06_wzc,KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.97%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","-","-","-","OKP-B-6^","-","OmpK36-47%","-","-","-","-","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece943e7530948d","SAMEA113939818","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","70","288691","507251","5448434","yes (799)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.39%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.93%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","OmpK36-0%","-","-","-","-","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece946ad330948e","SAMEA113939819","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","55","329687","507251","5459513","yes (703)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.97%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece941f4230948f","SAMEA113939820","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","52","302327","505990","5461693","yes (813)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.98%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","TEM-116*?-66%;aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece945ccb309490","SAMEA113939821","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","49","292923","561473","5312125","yes (873)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.93%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece941614309491","SAMEA113939822","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","52","197752","377995","5312645","yes (801)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.39%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.93%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece942451309492","SAMEA113939823","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","62","228047","484181","5372474","yes (778)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.94%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece941042309493","SAMEA113939824","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","55","329969","612293","5455047","yes (1228)","ambiguous_bases","ST489","0","1","5","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.39%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.94%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","GyrA-87G","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece946858309494","SAMEA113939825","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","53","302252","635846","5456467","yes (900)","ambiguous_bases","ST489","0","1","5","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.38%","KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.93%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","GyrA-83Y","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"657064157ece9426e2309495","SAMEA113939826","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","58","302254","506067","5451835","yes (818)","ambiguous_bases","ST489","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","wzi171","KL53","K53","?-","Good","98.39%","KL53_05_wzb,KL53_17_manC,KL53_18_manB","O3/O3a","O3/O3a","?-","Good","95.94%","O3/O3a_01_manC,O3/O3a_02_manB","ant(2'')-Ia","-","-","-","-","-","-","-","sul1*","-","-","-","OXA-2","-","SHV-18","-","-","OKP-B-6^","238A;240K","-","-","-","-","aadA6*","ST489","18","22","26","71","98","52","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
